Augmented Reality wird unser Leben nachhaltig ändern. In 5 Jahren gehören Informationen die ins Sichtfeld projiziert werden zum Alltag.,Jan Ericsson,,2015,comment
Morgen wird alles besser!,Ein Besucher,,2015,comment
"Kinder, was für ein Quatsch...",GT,,2015,comment
"Zukunft, am besten ohne smartphone",Ein Besucher,,2015,comment
Schöne bunte Welt!,Lutz,,2015,comment
Roboter. Gefühle. Gefahr.,Melanie,,2015,comment
